resample_id,net_pnl
926,247.51110937833406
927,169.7879802303988
928,176.68827934846553
929,315.36131764786376
930,198.21042481855667
931,263.7077854385187
932,181.2319002915354
933,171.62811261975446
934,213.2251725051525
935,263.70012117741874
936,115.01691995471265
937,140.72231947191557
938,173.15809518537606
939,153.5310697297492
940,179.83963976646783
941,128.6033309899995
942,185.90288424159303
943,174.63178996480687
944,283.7930963948044
945,164.90957596753407
946,252.74826276123105
947,202.77779145652363
948,136.90565806074807
949,221.46314986671584
950,201.49948600770065
951,160.4233206247785
952,229.18218942855935
953,200.47115809157984
954,221.7719474802561
955,149.56179409921828
956,276.75156814271133
957,160.69113877814036
958,115.8479603653627
959,176.20654883296694
960,209.11483335870034
961,139.36303315567662
962,187.72150281970232
963,177.2812512656442
964,188.89941717766015
965,235.27499893805057
966,220.51685127683325
967,123.28823591888784
968,109.96264309987166
969,211.9647828441339
970,220.24272389124823
971,216.85306828792477
972,176.33204188400677
973,154.95114073516984
974,208.47836203276995
975,231.06855276973906
976,205.30037027416128
977,282.83298889359617
978,285.8772338699556
979,111.29460426987585
980,210.88175125074693
981,195.0285095477384
982,191.20569901845897
983,191.92147299779393
984,239.421733856667
985,196.8419550857297
986,189.20876391960502
987,212.27469839980526
988,268.047086844675
989,221.34087487061757
990,182.92374438047102
991,164.5231833816068
992,168.73628080054633
993,197.36826485036235
994,218.65382430454187
995,165.88483643620128
996,220.80361012905215
997,204.42953001787336
998,202.69638633378972
999,156.1885004657245
